Mechanism,Compound,Superpathway,Pathway,Protein_ID,Gene,central_pathway,code_compound,code_pathway
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,Q7RXY2,kyn-2,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,A0A6G9KIF9,nanC,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,Q7S3C9,nic-3,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P0DUR8,qulI,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P38085,TAT1,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P38967,TAT2,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,Q0CG33,tpzB,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P00908,trp-1,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P13228,trp-3,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P00931,TRP5,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,Q5AZP9,trpB,No,AA,TRP-m
Ae_Aerobic,Aromatic amino acids,Aromatic amino acids metabolism,Tryptophan metabolism,P06531,trpC,No,AA,TRP-m
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P18900,COQ1,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P32378,COQ2_Yeast,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,Q10252,COQ2,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P27680,COQ3,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,O13525,COQ4,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P49017,COQ5,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P53318,COQ6,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,O74826,COQ7,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P41735,COQ7_Yeast,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,P27697,COQ8_Yeast,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,Q92338,COQ8,No,COQ,COQ-p
Ae_Aerobic,Ubiquinone,Ubiquinone biosynthesis,Ubiquinone biosynthesis,Q05779,COQ9,No,COQ,COQ-p
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,Phchr4_2_6226447,Pc-ALDH1,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,Phchr4_2_6217600,Pc-ALDH2,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,M2PHA3,Cs-AldhA,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,M2QTM7,Cs-AldhE,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,M2QMV2,Cs-AldhH,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,M2RBN8,Cs-AldhI,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,M2QTS0,Cs-AldhJ,No,A,MeH2Q-pp
Ae_Aerobic,Aromatic,Cinnamic acids peripheral pathways,Methoxyhydroquinone pathway peripheral,M2RUL9,Cs-AldhK,No,A,MeH2Q-pp
